"CAEN.Rev.2...activitati.ale.economiei.nationale...sectiuni.si.diviziuni.","Luni","UM..Lei.RON","Valoare"
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna septembrie 2016"," Lei RON",2548
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna octombrie 2016"," Lei RON",2578
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna noiembrie 2016"," Lei RON",2628
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna decembrie 2016"," Lei RON",2886
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna ianuarie 2017"," Lei RON",2920
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna februarie 2017"," Lei RON",2715
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna martie 2017"," Lei RON",2901
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna aprilie 2017"," Lei RON",2910
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna mai 2017"," Lei RON",2945
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna iunie 2017"," Lei RON",2934
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna iulie 2017"," Lei RON",2933
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna august 2017"," Lei RON",2920
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna septembrie 2017"," Lei RON",2916
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna octombrie 2017"," Lei RON",2939
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna noiembrie 2017"," Lei RON",3010
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna decembrie 2017"," Lei RON",3290
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna ianuarie 2018"," Lei RON",3670
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna februarie 2018"," Lei RON",3636
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna martie 2018"," Lei RON",3924
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna aprilie 2018"," Lei RON",3889
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna mai 2018"," Lei RON",3784
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna iunie 2018"," Lei RON",3939
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna iulie 2018"," Lei RON",3844
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna august 2018"," Lei RON",3816
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna septembrie 2018"," Lei RON",3788
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna octombrie 2018"," Lei RON",3843
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna noiembrie 2018"," Lei RON",3966
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna decembrie 2018"," Lei RON",4282
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna ianuarie 2019"," Lei RON",4071
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna februarie 2019"," Lei RON",4092
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna martie 2019"," Lei RON",4357
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna aprilie 2019"," Lei RON",4351
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna mai 2019"," Lei RON",4364
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna iunie 2019"," Lei RON",4280
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna iulie 2019"," Lei RON",4315
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna august 2019"," Lei RON",4250
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna septembrie 2019"," Lei RON",4240
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna octombrie 2019"," Lei RON",4293
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna noiembrie 2019"," Lei RON",4374
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna decembrie 2019"," Lei RON",4733
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna ianuarie 2020"," Lei RON",4489
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna februarie 2020"," Lei RON",4529
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna martie 2020"," Lei RON",4752
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna aprilie 2020"," Lei RON",4378
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna mai 2020"," Lei RON",4358
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna iunie 2020"," Lei RON",4588
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna iulie 2020"," Lei RON",4645
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna august 2020"," Lei RON",4515
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna septembrie 2020"," Lei RON",4562
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna octombrie 2020"," Lei RON",4625
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna noiembrie 2020"," Lei RON",4671
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna decembrie 2020"," Lei RON",5084
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna ianuarie 2021"," Lei RON",4710
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna februarie 2021"," Lei RON",4735
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna martie 2021"," Lei RON",5069
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna aprilie 2021"," Lei RON",5028
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna mai 2021"," Lei RON",4927
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna iunie 2021"," Lei RON",5037
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna iulie 2021"," Lei RON",5034
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna august 2021"," Lei RON",4973
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna septembrie 2021"," Lei RON",5018
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna octombrie 2021"," Lei RON",5000
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna noiembrie 2021"," Lei RON",5115
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna decembrie 2021"," Lei RON",5649
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna ianuarie 2022"," Lei RON",5282
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna februarie 2022"," Lei RON",5423
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna martie 2022"," Lei RON",5742
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna aprilie 2022"," Lei RON",5771
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna mai 2022"," Lei RON",5656
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna iunie 2022"," Lei RON",5682
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna iulie 2022"," Lei RON",5733
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna august 2022"," Lei RON",5633
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna septembrie 2022"," Lei RON",5702
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna octombrie 2022"," Lei RON",5749
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna noiembrie 2022"," Lei RON",5869
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna decembrie 2022"," Lei RON",6520
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna ianuarie 2023"," Lei RON",6086
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna februarie 2023"," Lei RON",6098
"G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR"," Luna martie 2023"," Lei RON",6554
"H  TRANSPORT SI DEPOZITARE"," Luna septembrie 2016"," Lei RON",2850
"H  TRANSPORT SI DEPOZITARE"," Luna octombrie 2016"," Lei RON",2857
"H  TRANSPORT SI DEPOZITARE"," Luna noiembrie 2016"," Lei RON",2931
"H  TRANSPORT SI DEPOZITARE"," Luna decembrie 2016"," Lei RON",3353
"H  TRANSPORT SI DEPOZITARE"," Luna ianuarie 2017"," Lei RON",3042
"H  TRANSPORT SI DEPOZITARE"," Luna februarie 2017"," Lei RON",2932
"H  TRANSPORT SI DEPOZITARE"," Luna martie 2017"," Lei RON",3000
"H  TRANSPORT SI DEPOZITARE"," Luna aprilie 2017"," Lei RON",3137
"H  TRANSPORT SI DEPOZITARE"," Luna mai 2017"," Lei RON",3194
"H  TRANSPORT SI DEPOZITARE"," Luna iunie 2017"," Lei RON",3194
"H  TRANSPORT SI DEPOZITARE"," Luna iulie 2017"," Lei RON",3303
"H  TRANSPORT SI DEPOZITARE"," Luna august 2017"," Lei RON",3222
"H  TRANSPORT SI DEPOZITARE"," Luna septembrie 2017"," Lei RON",3221
"H  TRANSPORT SI DEPOZITARE"," Luna octombrie 2017"," Lei RON",3239
"H  TRANSPORT SI DEPOZITARE"," Luna noiembrie 2017"," Lei RON",3345
"H  TRANSPORT SI DEPOZITARE"," Luna decembrie 2017"," Lei RON",3681
"H  TRANSPORT SI DEPOZITARE"," Luna ianuarie 2018"," Lei RON",4064
"H  TRANSPORT SI DEPOZITARE"," Luna februarie 2018"," Lei RON",3958
"H  TRANSPORT SI DEPOZITARE"," Luna martie 2018"," Lei RON",4069
"H  TRANSPORT SI DEPOZITARE"," Luna aprilie 2018"," Lei RON",4198
"H  TRANSPORT SI DEPOZITARE"," Luna mai 2018"," Lei RON",4107
"H  TRANSPORT SI DEPOZITARE"," Luna iunie 2018"," Lei RON",4231
"H  TRANSPORT SI DEPOZITARE"," Luna iulie 2018"," Lei RON",4307
"H  TRANSPORT SI DEPOZITARE"," Luna august 2018"," Lei RON",4221
"H  TRANSPORT SI DEPOZITARE"," Luna septembrie 2018"," Lei RON",4200
"H  TRANSPORT SI DEPOZITARE"," Luna octombrie 2018"," Lei RON",4347
"H  TRANSPORT SI DEPOZITARE"," Luna noiembrie 2018"," Lei RON",4342
"H  TRANSPORT SI DEPOZITARE"," Luna decembrie 2018"," Lei RON",5096
"H  TRANSPORT SI DEPOZITARE"," Luna ianuarie 2019"," Lei RON",4569
"H  TRANSPORT SI DEPOZITARE"," Luna februarie 2019"," Lei RON",4423
"H  TRANSPORT SI DEPOZITARE"," Luna martie 2019"," Lei RON",4523
"H  TRANSPORT SI DEPOZITARE"," Luna aprilie 2019"," Lei RON",4715
"H  TRANSPORT SI DEPOZITARE"," Luna mai 2019"," Lei RON",4659
"H  TRANSPORT SI DEPOZITARE"," Luna iunie 2019"," Lei RON",4726
"H  TRANSPORT SI DEPOZITARE"," Luna iulie 2019"," Lei RON",4782
"H  TRANSPORT SI DEPOZITARE"," Luna august 2019"," Lei RON",4707
"H  TRANSPORT SI DEPOZITARE"," Luna septembrie 2019"," Lei RON",4839
"H  TRANSPORT SI DEPOZITARE"," Luna octombrie 2019"," Lei RON",4860
"H  TRANSPORT SI DEPOZITARE"," Luna noiembrie 2019"," Lei RON",4956
"H  TRANSPORT SI DEPOZITARE"," Luna decembrie 2019"," Lei RON",5406
"H  TRANSPORT SI DEPOZITARE"," Luna ianuarie 2020"," Lei RON",5060
"H  TRANSPORT SI DEPOZITARE"," Luna februarie 2020"," Lei RON",4938
"H  TRANSPORT SI DEPOZITARE"," Luna martie 2020"," Lei RON",4967
"H  TRANSPORT SI DEPOZITARE"," Luna aprilie 2020"," Lei RON",4803
"H  TRANSPORT SI DEPOZITARE"," Luna mai 2020"," Lei RON",4848
"H  TRANSPORT SI DEPOZITARE"," Luna iunie 2020"," Lei RON",4935
"H  TRANSPORT SI DEPOZITARE"," Luna iulie 2020"," Lei RON",5171
"H  TRANSPORT SI DEPOZITARE"," Luna august 2020"," Lei RON",5052
"H  TRANSPORT SI DEPOZITARE"," Luna septembrie 2020"," Lei RON",5241
"H  TRANSPORT SI DEPOZITARE"," Luna octombrie 2020"," Lei RON",5171
"H  TRANSPORT SI DEPOZITARE"," Luna noiembrie 2020"," Lei RON",5335
"H  TRANSPORT SI DEPOZITARE"," Luna decembrie 2020"," Lei RON",5591
"H  TRANSPORT SI DEPOZITARE"," Luna ianuarie 2021"," Lei RON",5319
"H  TRANSPORT SI DEPOZITARE"," Luna februarie 2021"," Lei RON",5088
"H  TRANSPORT SI DEPOZITARE"," Luna martie 2021"," Lei RON",5231
"H  TRANSPORT SI DEPOZITARE"," Luna aprilie 2021"," Lei RON",5404
"H  TRANSPORT SI DEPOZITARE"," Luna mai 2021"," Lei RON",5407
"H  TRANSPORT SI DEPOZITARE"," Luna iunie 2021"," Lei RON",5372
"H  TRANSPORT SI DEPOZITARE"," Luna iulie 2021"," Lei RON",5555
"H  TRANSPORT SI DEPOZITARE"," Luna august 2021"," Lei RON",5446
"H  TRANSPORT SI DEPOZITARE"," Luna septembrie 2021"," Lei RON",5475
"H  TRANSPORT SI DEPOZITARE"," Luna octombrie 2021"," Lei RON",5503
"H  TRANSPORT SI DEPOZITARE"," Luna noiembrie 2021"," Lei RON",5610
"H  TRANSPORT SI DEPOZITARE"," Luna decembrie 2021"," Lei RON",5985
"H  TRANSPORT SI DEPOZITARE"," Luna ianuarie 2022"," Lei RON",5672
"H  TRANSPORT SI DEPOZITARE"," Luna februarie 2022"," Lei RON",5508
"H  TRANSPORT SI DEPOZITARE"," Luna martie 2022"," Lei RON",5705
"H  TRANSPORT SI DEPOZITARE"," Luna aprilie 2022"," Lei RON",5999
"H  TRANSPORT SI DEPOZITARE"," Luna mai 2022"," Lei RON",6045
"H  TRANSPORT SI DEPOZITARE"," Luna iunie 2022"," Lei RON",6114
"H  TRANSPORT SI DEPOZITARE"," Luna iulie 2022"," Lei RON",6301
"H  TRANSPORT SI DEPOZITARE"," Luna august 2022"," Lei RON",6136
"H  TRANSPORT SI DEPOZITARE"," Luna septembrie 2022"," Lei RON",6231
"H  TRANSPORT SI DEPOZITARE"," Luna octombrie 2022"," Lei RON",6213
"H  TRANSPORT SI DEPOZITARE"," Luna noiembrie 2022"," Lei RON",6415
"H  TRANSPORT SI DEPOZITARE"," Luna decembrie 2022"," Lei RON",7218
"H  TRANSPORT SI DEPOZITARE"," Luna ianuarie 2023"," Lei RON",6707
"H  TRANSPORT SI DEPOZITARE"," Luna februarie 2023"," Lei RON",6635
"H  TRANSPORT SI DEPOZITARE"," Luna martie 2023"," Lei RON",6827
"49 Transporturi terestre si transporturi prin conducte"," Luna septembrie 2016"," Lei RON",2499
"49 Transporturi terestre si transporturi prin conducte"," Luna octombrie 2016"," Lei RON",2514
"49 Transporturi terestre si transporturi prin conducte"," Luna noiembrie 2016"," Lei RON",2561
"49 Transporturi terestre si transporturi prin conducte"," Luna decembrie 2016"," Lei RON",2782
"49 Transporturi terestre si transporturi prin conducte"," Luna ianuarie 2017"," Lei RON",2583
"49 Transporturi terestre si transporturi prin conducte"," Luna februarie 2017"," Lei RON",2625
"49 Transporturi terestre si transporturi prin conducte"," Luna martie 2017"," Lei RON",2688
"49 Transporturi terestre si transporturi prin conducte"," Luna aprilie 2017"," Lei RON",2751
"49 Transporturi terestre si transporturi prin conducte"," Luna mai 2017"," Lei RON",2896
"49 Transporturi terestre si transporturi prin conducte"," Luna iunie 2017"," Lei RON",2814
"49 Transporturi terestre si transporturi prin conducte"," Luna iulie 2017"," Lei RON",2843
"49 Transporturi terestre si transporturi prin conducte"," Luna august 2017"," Lei RON",2851
"49 Transporturi terestre si transporturi prin conducte"," Luna septembrie 2017"," Lei RON",2850
"49 Transporturi terestre si transporturi prin conducte"," Luna octombrie 2017"," Lei RON",2865
"49 Transporturi terestre si transporturi prin conducte"," Luna noiembrie 2017"," Lei RON",2928
"49 Transporturi terestre si transporturi prin conducte"," Luna decembrie 2017"," Lei RON",3125
"49 Transporturi terestre si transporturi prin conducte"," Luna ianuarie 2018"," Lei RON",3630
"49 Transporturi terestre si transporturi prin conducte"," Luna februarie 2018"," Lei RON",3567
"49 Transporturi terestre si transporturi prin conducte"," Luna martie 2018"," Lei RON",3644
"49 Transporturi terestre si transporturi prin conducte"," Luna aprilie 2018"," Lei RON",3745
"49 Transporturi terestre si transporturi prin conducte"," Luna mai 2018"," Lei RON",3711
"49 Transporturi terestre si transporturi prin conducte"," Luna iunie 2018"," Lei RON",3809
"49 Transporturi terestre si transporturi prin conducte"," Luna iulie 2018"," Lei RON",3791
"49 Transporturi terestre si transporturi prin conducte"," Luna august 2018"," Lei RON",3797
